,PDF Name,County,co_fips,State,FIPS,T1,T2,pie_classes,TC,AG,TURF,IMP,WT,OT,OT4C,TOT,lu_pct_tc,lu_pct_ag,lu_pct_tg,lu_pct_imp,lu_pct_wt,lu_pct_ot,lu_pct_ot4c,FORE,TCIS,TCTG,TCOT,tc_pct_fore,tc_pct_tcis,tc_pct_tctg,tc_pct_tcot,pdev_tc,dev_tc,tc_gain,tc_pdev,tc_dev,tc_loss,tc_net,tc_net verbiage,GEOID,County Name,BaseCountyName,countycityCamel,ConditionalCounty,countycity,Carbon Sequestration (tons),Carbon Sequestration (tons Custom),Carbon Sequestration ($),,Carbon Sequestration ($Custom),AvoidedRunoff (gall),AvoidedRunoff (Gal Custom),Avoided Runoff ($),Avoided Runoff ($ Millions),Avoided Runoff (rounded$),Avoided Runoff ($Custom),Total Air (lbs),Total Air ($), Total Air (lbs custom) ,Total Air ($Custom),AB mil plus,AB sub mil,AB format if,Annual Benefits ($Custom),map_path,ContactAddress,URL,ContactText,LinkText,base_URL_spacescommas,Download_URL,Download_HTML
44,"Tree Cover Fact Sheet Chesterfield County, VA 2014-2018.pdf",Chesterfield,ches_51041,VA,51041,2014,2018,6class,"177,489","10,271","29,479","32,964","1,851","18,474","30,597","270,529",65.6,3.8,10.9,12.2,0.7,6.8,11.3,"138,577","3,199","31,495","4,217",78.1,1.8,17.7,2.4,142,70,212,1864,920,2783,"-2,571",Net Loss,51041,Chesterfield County,Chesterfield,County,County,county,"210,452","211,000","$39,565,000 ",$39.6  million,$39.6  million,815608637, 815.6 million gallons ,"$7,288,279 ",$7.3 million,7288300,$7.3 million,14411502.92,10988819.93,14.4 Million,$11.0 Million,$57.8 Million,"$57,842,000 ",$57.8 Million,$57.8 Million,folder/ches_51041_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Chesterfield County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Chesterfield%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Chesterfield%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
46,"Tree Cover Fact Sheet Clarke County, VA 2014-2018.pdf",Clarke,clar_51043,VA,51043,2014,2018,6class,"50,768","53,766","2,697","3,211",309,"2,169","56,244","112,920",45,47.6,2.4,2.8,0.3,1.9,49.8,"43,570",668,"2,024","4,507",85.8,1.3,4,8.9,18,9,27,38,30,68,-41,Net Loss,51043,Clarke County,Clarke,County,County,county,"60,196","61,000","$11,316,908 ",$11.3  million,$11.3  million,17835925, 17.8 million gallons ,"$159,382 ",$0.2 million,159400,"$159,400 ",2701634.729,263838.9051,2.7 Million,"$263,839",$11.7 Million,"$11,740,000 ",$11.7 Million,$11.7 Million,folder/clar_51043_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Clarke County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Clarke%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Clarke%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
47,"Tree Cover Fact Sheet Clearfield County, PA 2013-2017.pdf",Clearfield,clea_42033,PA,42033,2013,2017,6class,"531,704","59,851","18,580","15,810","4,155","102,367","166,374","732,468",72.6,8.2,2.5,2.2,0.6,14,22.8,"504,998","2,131","10,081","14,494",95,0.4,1.9,2.7,53,15,68,435,915,1350,"-1,281",Net Loss,42033,Clearfield County,Clearfield,County,County,county,"525,019","526,000","$98,703,582 ",$98.7  million,$98.7  million,376854341, 376.9 million gallons ,"$3,367,570 ",$3.4 million,3367600,$3.4 million,39494645.98,5617659.078,39.5 Million,$5.6 Million,$107.7 Million,"$107,689,000 ",$107.7 Million,$107.7 Million,folder/clea_42033_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Clearfield County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Clearfield%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Clearfield%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
48,"Tree Cover Fact Sheet Clinton County, PA 2013-2017.pdf",Clinton,clin_42035,PA,42035,2013,2017,6class,"494,306","37,700","5,809","7,495",755,"22,753","61,208","568,818",86.9,6.6,1,1.3,0.1,4,10.7,"484,473","1,482","3,827","4,523",98,0.3,0.8,0.9,51,6,57,470,158,628,-571,Net Loss,42035,Clinton County,Clinton,County,County,county,"488,090","489,000","$91,760,984 ",$91.8  million,$91.8  million,154791990, 154.8 million gallons ,"$1,383,221 ",$1.4 million,1383300,$1.4 million,25652554.05,4012993.899,25.7 Million,$4.0 Million,$97.2 Million,"$97,157,000 ",$97.2 Million,$97.2 Million,folder/clin_42035_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Clinton County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Clinton%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Clinton%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
49,"Tree Cover Fact Sheet Colonial Heights, VA 2014-2018.pdf",Colonial Heights,colo_51570,VA,51570,2014,2018,4class,"1,813",1,962,"1,577",119,335,456,"4,808",37.7,0,20,32.8,2.5,7,9.5,955,45,741,72,52.7,2.5,40.9,4,5,3,8,3,7,10,-2,Net Loss,51570,Colonial Heights,Colonial Heights,City,,city,"2,150","3,000","$404,141 ",$0.4  million,$0.4  million,25894912, 25.9 million gallons ,"$231,397 ",$0.2 million,231400,"$231,400 ",115150.6928,394728.2553,"115,151","$394,728",$1.0 Million,"$1,030,000 ",$1.0 Million,$1.0 Million,folder/colo_51570_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Colonial Heights, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Colonial%20Heights%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Colonial%20Heights%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
50,"Tree Cover Fact Sheet Columbia County, PA 2013-2017.pdf",Columbia,colu_42037,PA,42037,2013,2017,6class,"176,768","98,383","10,896","9,472",403,"13,754","112,540","309,676",57.1,31.8,3.5,3.1,0.1,4.4,36.3,"164,093","1,058","5,699","5,918",92.8,0.6,3.2,3.3,29,2,31,242,138,380,-349,Net Loss,42037,Columbia County,Columbia,County,County,county,"174,545","175,000","$32,814,478 ",$32.8  million,$32.8  million,127951474, 128 million gallons ,"$1,143,374 ",$1.1 million,1143400,$1.1 million,7850457.833,4889273.091,7.9 Million,$4.9 Million,$38.8 Million,"$38,847,000 ",$38.8 Million,$38.8 Million,folder/colu_42037_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Columbia County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Columbia%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Columbia%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
51,"Tree Cover Fact Sheet Cortland County, NY 2013-2017.pdf",Cortland,cort_36023,NY,36023,2013,2017,6class,"186,121","102,600","10,079","7,301","2,574","9,301","114,476","317,977",58.5,32.3,3.2,2.3,0.8,2.9,36,"173,245",845,"4,132","7,899",93.1,0.5,2.2,4.2,69,20,89,91,34,124,-35,Net Loss,36023,Cortland County,Cortland,County,County,county,"180,768","181,000","$33,984,368 ",$34.0  million,$34.0  million,119567926, 119.6 million gallons ,"$1,068,459 ",$1.1 million,1068500,$1.1 million,11878661.2,1773428.754,11.9 Million,$1.8 Million,$36.8 Million,"$36,826,000 ",$36.8 Million,$36.8 Million,folder/cort_36023_hexmap.PNG,urbanforestry@dec.ny.gov,https://www.dec.ny.gov/lands/4957.html,Gloria VanDuyne,New York Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Cortland County, NY 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Cortland%20County%2C%20NY%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Cortland%20County%2C%20NY%202013-2017.pdf>Download Fact Sheet</a>
52,"Tree Cover Fact Sheet Covington, VA 2014-2018.pdf",Covington,covi_51580,VA,51580,2014,2018,4class,"1,573",157,586,901,3,322,482,"3,542",44.4,4.4,16.5,25.4,0.1,9.1,13.6,"1,176",24,234,139,74.8,1.5,14.9,8.8,1,1,2,25,1,26,-25,Net Loss,51580,Covington,Covington,City,,city,"1,865","2,000","$350,601 ",$0.4  million,$0.4  million,274371," 274,371 gallons ","$2,452 ",$0.0 million,2500,"$2,500 ",70766.66762,89627.09376,"70,767","$89,627",$0.4 Million,"$443,000 ","$443,000 ","$443,000 ",folder/covi_51580_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Covington, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Covington%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Covington%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
53,"Tree Cover Fact Sheet Craig County, VA 2014-2018.pdf",Craig,crai_51045,VA,51045,2014,2018,6class,"178,539","23,184","2,031","1,701",98,"4,452","27,734","210,005",85,11,1,0.8,0,2.1,13.1,"175,632",509,952,"1,446",98.4,0.3,0.5,0.8,5,2,7,48,6,55,-48,Net Loss,51045,Craig County,Craig,County,County,county,"211,697","212,000","$39,799,099 ",$39.8  million,$39.8  million,35412605, 35.4 million gallons ,"$316,447 ",$0.3 million,316500,"$316,500 ",9858824.664,327095.0726,9.9 Million,"$327,095",$40.4 Million,"$40,443,000 ",$40.4 Million,$40.4 Million,folder/crai_51045_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Craig County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Craig%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Craig%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
54,"Tree Cover Fact Sheet Culpeper County, VA 2014-2018.pdf",Culpeper,culp_51047,VA,51047,2014,2018,6class,"127,246","85,464","9,673","7,406","1,959","10,728","98,151","242,476",52.5,35.2,4,3.1,0.8,4.4,40.4,"114,192",766,"5,901","6,388",89.7,0.6,4.6,5,39,19,58,203,106,309,-251,Net Loss,51047,Culpeper County,Culpeper,County,County,county,"150,879","151,000","$28,365,167 ",$28.4  million,$28.4  million,58334370, 58.3 million gallons ,"$521,276 ",$0.5 million,521300,"$521,300 ",8203249.576,1044030.118,8.2 Million,$1.0 Million,$29.9 Million,"$29,930,000 ",$29.9 Million,$29.9 Million,folder/culp_51047_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Culpeper County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Culpeper%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Culpeper%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
55,"Tree Cover Fact Sheet Cumberland County, PA 2013-2017.pdf",Cumberland,cumb_42041,PA,42041,2013,2017,6class,"152,816","129,193","26,560","28,747",643,"12,220","142,057","350,179",43.6,36.9,7.6,8.2,0.2,3.5,40.6,"128,186","2,075","14,411","8,144",83.9,1.4,9.4,5.3,179,23,202,588,421,1008,-806,Net Loss,42041,Cumberland County,Cumberland,County,County,county,"150,895","151,000","$28,368,213 ",$28.4  million,$28.4  million,560757243, 560.8 million gallons ,"$5,010,927 ",$5.0 million,5011000,$5.0 million,9677500.452,9173884.226,9.7 Million,$9.2 Million,$42.6 Million,"$42,553,000 ",$42.6 Million,$42.6 Million,folder/cumb_42041_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Cumberland County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Cumberland%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Cumberland%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
56,"Tree Cover Fact Sheet Cumberland County, VA 2014-2018.pdf",Cumberland,cumb_51049,VA,51049,2014,2018,6class,"126,650","30,031","3,024","2,453",501,"27,882","58,414","190,541",66.5,15.8,1.6,1.3,0.3,14.6,30.7,"121,634",511,"2,075","2,430",96,0.4,1.6,1.9,9,5,14,487,268,756,-741,Net Loss,51049,Cumberland County,Cumberland,County,County,county,"150,172","151,000","$28,232,312 ",$28.2  million,$28.2  million,24443095, 24.4 million gallons ,"$218,423 ",$0.2 million,218500,"$218,500 ",8828414.157,366594.8057,8.8 Million,"$366,595",$28.8 Million,"$28,817,000 ",$28.8 Million,$28.8 Million,folder/cumb_51049_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Cumberland County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Cumberland%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Cumberland%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
57,"Tree Cover Fact Sheet Dauphin County, PA 2013-2017.pdf",Dauphin,daup_42043,PA,42043,2013,2017,6class,"177,540","86,632","30,443","25,711",488,"15,832","102,952","336,646",52.7,25.7,9,7.6,0.1,4.7,30.5,"153,536","1,923","14,420","7,660",86.5,1.1,8.1,4.3,212,33,244,307,130,436,-192,Net Loss,42043,Dauphin County,Dauphin,County,County,county,"175,307","176,000","$32,957,679 ",$33.0  million,$33.0  million,801023504, 801 million gallons ,"$7,157,946 ",$7.2 million,7158000,$7.2 million,10898537.32,12273157.98,10.9 Million,$12.3 Million,$52.4 Million,"$52,389,000 ",$52.4 Million,$52.4 Million,folder/daup_42043_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Dauphin County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Dauphin%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Dauphin%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
58,"Tree Cover Fact Sheet Delaware County, NY 2013-2017.pdf",Delaware,dela_36025,NY,36025,2013,2017,6class,"707,418","138,218","14,456","13,501","3,253","44,215","185,686","921,061",76.8,15,1.6,1.5,0.4,4.8,20.2,"679,343","4,751","8,197","15,127",96,0.7,1.2,2.1,80,40,120,120,121,241,-121,Net Loss,36025,Delaware County,Delaware,County,County,county,"687,072","688,000","$129,169,628 ",$129.2  million,$129.2  million,151539605, 151.5 million gallons ,"$1,354,158 ",$1.4 million,1354200,$1.4 million,36711145.91,3294606.766,36.7 Million,$3.3 Million,$133.8 Million,"$133,818,000 ",$133.8 Million,$133.8 Million,folder/dela_36025_hexmap.PNG,urbanforestry@dec.ny.gov,https://www.dec.ny.gov/lands/4957.html,Gloria VanDuyne,New York Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Delaware County, NY 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Delaware%20County%2C%20NY%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Delaware%20County%2C%20NY%202013-2017.pdf>Download Fact Sheet</a>
59,"Tree Cover Fact Sheet Dinwiddie County, VA 2014-2018.pdf",Dinwiddie,dinw_51053,VA,51053,2014,2018,6class,"203,370","45,504","7,613","6,908","1,733","56,231","103,468","321,360",63.3,14.2,2.4,2.1,0.5,17.5,32.2,"193,602",709,"4,675","4,384",95.2,0.3,2.3,2.2,31,18,49,712,101,813,-764,Net Loss,51053,Dinwiddie County,Dinwiddie,County,County,county,"241,140","242,000","$45,334,376 ",$45.3  million,$45.3  million,119710831, 119.7 million gallons ,"$1,069,736 ",$1.1 million,1069800,$1.1 million,16756812.38,1396547.891,16.8 Million,$1.4 Million,$47.8 Million,"$47,801,000 ",$47.8 Million,$47.8 Million,folder/dinw_51053_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Dinwiddie County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Dinwiddie%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Dinwiddie%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
192,"Tree Cover Fact Sheet District of Columbia, DC 2013-2017.pdf",District of Columbia,wash_11001,DC,11001,2013,2017,4class,"13,660",11,"4,771","17,740",39,"3,114","3,165","39,336",34.7,0,12.1,45.1,0.1,7.9,8,"4,471","2,533","5,452","1,203",32.7,18.5,39.9,8.8,47,102,149,103,38,142,8,Net Gain,11001,District of Columbia,District of Columbia,City,,city,"18,684","19,000","$3,512,607 ",$3.5  million,$3.5  million,282636212, 282.6 million gallons ,"$2,525,637 ",$2.5 million,2525700,$2.5 million,996973.1219,9664660.329,"996,973",$9.7 Million,$15.7 Million,"$15,703,000 ",$15.7 Million,$15.7 Million,folder/wash_11001_hexmap.PNG,,,,,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet District of Columbia, DC 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20District%20of%20Columbia%2C%20DC%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20District%20of%20Columbia%2C%20DC%202013-2017.pdf>Download Fact Sheet</a>
60,"Tree Cover Fact Sheet Dorchester County, MD 2013-2018.pdf",Dorchester,dorc_24019,MD,24019,2013,2018,6class,"137,201","98,055","6,506","6,934","83,485","7,038","188,579","339,220",40.4,28.9,1.9,2,24.6,2.1,55.6,"128,876",660,"3,187","4,478",93.9,0.5,2.3,3.3,39,10,48,128,106,235,-187,Net Loss,24019,Dorchester County,Dorchester,County,County,county,"179,340","180,000","$33,715,829 ",$33.7  million,$33.7  million,86823460, 86.8 million gallons ,"$775,854 ",$0.8 million,775900,"$775,900 ",13141300.45,1487347.835,13.1 Million,$1.5 Million,$36.0 Million,"$35,979,000 ",$36.0 Million,$36.0 Million,folder/dorc_24019_hexmap.PNG,,https://dnr.maryland.gov/forests/pages/urban-community.aspx,,Maryland Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Dorchester County, MD 2013-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Dorchester%20County%2C%20MD%202013-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Dorchester%20County%2C%20MD%202013-2018.pdf>Download Fact Sheet</a>
61,"Tree Cover Fact Sheet Elk County, PA 2013-2017.pdf",Elk,elk_42047,PA,42047,2013,2017,6class,"449,132","19,636","6,476","7,239","3,616","43,481","66,732","529,578",84.8,3.7,1.2,1.4,0.7,8.2,12.6,"437,603","1,214","3,902","6,413",97.4,0.3,0.9,1.4,23,7,29,516,328,844,-814,Net Loss,42047,Elk County,Elk,County,County,county,"443,484","444,000","$83,375,067 ",$83.4  million,$83.4  million,148815646, 148.8 million gallons ,"$1,329,817 ",$1.3 million,1329900,$1.3 million,30281404.82,2123237.574,30.3 Million,$2.1 Million,$86.8 Million,"$86,828,000 ",$86.8 Million,$86.8 Million,folder/elk_42047_hexmap.PNG,c-jobrockm@pa.gov,https://www.dcnr.pa.gov/Communities/CommunityTreeManagement/Pages/default.aspx,Ned Brockmeyer,Pennsylvania Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Elk County, PA 2013-2017.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Elk%20County%2C%20PA%202013-2017.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Elk%20County%2C%20PA%202013-2017.pdf>Download Fact Sheet</a>
62,"Tree Cover Fact Sheet Essex County, VA 2014-2018.pdf",Essex,esse_51057,VA,51057,2014,2018,6class,"93,281","39,458","3,016","3,147","6,954","17,783","64,195","163,640",57,24.1,1.8,1.9,4.2,10.9,39.2,"89,709",281,"1,638","1,654",96.2,0.3,1.8,1.8,11,11,22,674,13,687,-665,Net Loss,51057,Essex County,Essex,County,County,county,"110,605","111,000","$20,793,810 ",$20.8  million,$20.8  million,39203121, 39.2 million gallons ,"$350,319 ",$0.4 million,350400,"$350,400 ",7545628.963,522893.134,7.5 Million,"$522,893",$21.7 Million,"$21,667,000 ",$21.7 Million,$21.7 Million,folder/esse_51057_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Essex County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Essex%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Essex%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
64,"Tree Cover Fact Sheet Fairfax City, VA 2014-2018.pdf",Fairfax City,fair_51600,VA,51600,2014,2018,4class,"1,627",0,751,"1,565",0,65,65,"4,007",40.6,0,18.7,39,0,1.6,1.6,264,208,"1,096",59,16.2,12.8,67.4,3.6,5,5,10,13,6,20,-10,Net Loss,51600,Fairfax City,Fairfax City,City,,city,"1,929","2,000","$362,579 ",$0.4  million,$0.4  million,19753141, 19.8 million gallons ,"$176,514 ",$0.2 million,176600,"$176,600 ",63069.16389,321984.2724,"63,069","$321,984",$0.9 Million,"$861,000 ","$861,000 ","$861,000 ",folder/fair_51600_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Fairfax City, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Fairfax%20City%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Fairfax%20City%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
63,"Tree Cover Fact Sheet Fairfax County, VA 2014-2018.pdf",Fairfax,fair_51059,VA,51059,2014,2018,6class,"139,299","3,038","40,117","58,161",779,"10,268","14,085","251,661",55.4,1.2,15.9,23.1,0.3,4.1,5.6,"72,321","6,943","55,578","4,457",51.9,5,39.9,3.2,261,157,418,649,507,1155,-737,Net Loss,51059,Fairfax County,Fairfax,County,County,county,"165,170","166,000","$31,051,895 ",$31.1  million,$31.1  million,1119208328, 1.1 billion gallons ,"$10,001,246 ",$10.0 million,10001300,$10.0 million,7570954.63,15508122.70,7.6 Million,$15.5 Million,$56.6 Million,"$56,561,000 ",$52.1 Million,$52.1 Million,folder/fair_51059_hexmap.PNG,community@dof.virginia.gov,https://dof.virginia.gov/urban-community-forestry/,Lara Johnson,Virginia Website,"https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree Cover Fact Sheet Fairfax County, VA 2014-2018.pdf",https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Fairfax%20County%2C%20VA%202014-2018.pdf,<a href=https://cicwebresources.blob.core.windows.net/tc-factsheets/Tree%20Cover%20Fact%20Sheet%20Fairfax%20County%2C%20VA%202014-2018.pdf>Download Fact Sheet</a>
